Date,Low (EUR),High (EUR),Volume (Billion)
2014-09-17,388.18,401.69,21056800
2014-09-18,354.44,391.99,34483200
2014-09-19,329.93,367.08,37919700
2014-09-20,334.52,363.19,36863600
2014-09-21,337.35,353.86,26580100
2014-09-22,340.74,349.13,24127600
2014-09-23,339.94,378.86,45099500
2014-09-24,361.33,374.18,30627700
2014-09-25,351.32,363.38,26814400
2014-09-26,343.21,356.02,21460800
2014-09-27,340.95,348.88,15029300
2014-09-28,321.18,344.07,23613300
2014-09-29,319.38,330.51,32497700
2014-09-30,320.41,335.46,34707300
2014-10-01,326.71,335.8,26229400
2014-10-02,319.99,330.76,21777700
2014-10-03,307.04,324.06,30901200
2014-10-04,279.61,312.73,47236500
2014-10-05,248.22,293.27,83308096
2014-10-06,259.6,296.13,79011800
2014-10-07,274.97,291.07,49199900
2014-10-08,280.73,304.04,54736300
2014-10-09,298.32,328.38,83641104
2014-10-10,302.84,321.81,43665700
2014-10-11,305.41,315.05,13345200
2014-10-12,305.57,325.55,17552800
2014-10-13,316.51,340.82,35221400
2014-10-14,335.76,353.24,38491500
2014-10-15,333.56,345.11,25267100
2014-10-16,320.09,342.18,26990000
2014-10-17,322.08,330.74,13600700
2014-10-18,325.16,339.05,11416800
2014-10-19,331.58,338.0,5914570
2014-10-20,324.54,334.69,16419000
2014-10-21,326.76,336.89,14188900
2014-10-22,327.97,333.4,11641300
2014-10-23,305.83,330.37,26456900
2014-10-24,303.14,312.61,15585700
2014-10-25,294.19,308.76,18127500
2014-10-26,295.09,308.21,11272500
2014-10-27,300.14,307.71,13033000
2014-10-28,302.6,308.87,7845880
2014-10-29,287.72,307.02,18192700
2014-10-30,287.49,301.08,30177900
2014-10-31,289.27,298.62,12545400
2014-11-01,275.47,292.17,16677200
2014-11-02,275.1,282.33,8603620
2014-11-03,279.26,286.57,12948500
2014-11-04,278.92,284.66,15655500
2014-11-05,283.73,294.61,19817200
2014-11-06,290.37,302.85,18797000
2014-11-07,293.24,302.64,16834200
2014-11-08,293.57,297.75,8535470
2014-11-09,295.37,311.99,24205600
2014-11-10,306.79,321.59,30450100
2014-11-11,312.08,318.58,15838900
2014-11-12,315.73,368.7,45783200
2014-11-13,344.16,392.19,58945000
2014-11-14,330.15,359.72,29589200
2014-11-15,318.33,347.94,15727500
2014-11-16,321.41,335.31,11905600
2014-11-17,323.9,351.95,41518800
2014-11-18,318.42,336.68,32222500
2014-11-19,320.8,331.6,18931800
2014-11-20,306.12,327.78,25233200
2014-11-21,295.25,307.06,29850100
2014-11-22,301.05,313.03,15273000
2014-11-23,303.02,318.19,15151600
2014-11-24,314.6,332.23,30930100
2014-11-25,321.56,338.65,25442200
2014-11-26,313.87,324.07,18601700
2014-11-27,315.99,320.89,8748030
2014-11-28,307.55,328.48,22946500
2014-11-29,319.3,332.56,15375600
2014-11-30,320.3,328.21,9194440
2014-12-01,323.18,329.18,11763000
2014-12-02,324.21,329.5,12364100
2014-12-03,321.19,328.64,13340100
2014-12-04,315.54,324.89,14529600
2014-12-05,313.82,325.35,15181800
2014-12-06,318.27,324.71,7009320
2014-12-07,320.27,322.86,6491650
2014-12-08,310.5,322.63,18898700
2014-12-09,295.97,311.51,32915500
2014-12-10,297.18,302.35,16427700
2014-12-11,290.66,310.04,32431300
2014-12-12,299.69,302.86,16989800
2014-12-13,297.37,302.34,11675900
2014-12-14,296.37,303.15,12415200
2014-12-15,295.95,301.86,17264200
2014-12-16,280.62,296.75,30864900
2014-12-17,270.4,286.53,37567900
2014-12-18,261.03,277.74,39173000
2014-12-19,263.21,273.3,23823100
2014-12-20,271.17,283.42,20856700
2014-12-21,273.62,282.82,15207600
2014-12-22,274.92,286.67,22315100
2014-12-23,282.8,288.53,16574200
2014-12-24,275.72,287.21,15092300
2014-12-25,271.95,276.85,9883640
2014-12-26,271.67,284.36,16410500
2014-12-27,268.24,282.21,15185200
2014-12-28,266.91,274.58,11676600
2014-12-29,267.96,274.79,12302500
2014-12-30,265.44,270.11,12528300
2014-12-31,266.16,274.73,13942900
2015-01-01,269.41,274.93,8036550
2015-01-02,269.04,270.99,7860650
2015-01-03,241.17,270.4,33054400
2015-01-04,221.03,246.44,55629100
2015-01-05,227.44,238.82,43962800
2015-01-06,233.97,246.72,23245700
2015-01-07,242.88,256.33,24866800
2015-01-08,242.11,252.37,19982500
2015-01-09,240.7,249.78,18718600
2015-01-10,235.06,247.21,15264300
2015-01-11,227.4,239.93,18200800
2015-01-12,227.54,233.55,18880300
2015-01-13,188.68,230.18,72843904
2015-01-14,147.16,192.1,97638704
2015-01-15,151.78,196.54,81773504
2015-01-16,171.4,190.13,38421000
2015-01-17,167.2,181.67,23469700
2015-01-18,166.89,187.64,30085100
2015-01-19,177.88,185.95,18658300
2015-01-20,176.02,184.68,24051100
2015-01-21,181.22,195.44,29924600
2015-01-22,194.28,203.36,33544600
2015-01-23,193.22,201.5,24621700
2015-01-24,197.36,212.96,24782500
2015-01-25,209.26,218.85,33582700
2015-01-26,218.0,265.45,106794000
2015-01-27,215.06,236.36,44399000
2015-01-28,194.81,228.69,44352200
2015-01-29,189.37,204.81,32213400
2015-01-30,193.77,208.37,26605200
2015-01-31,185.59,200.35,23348200
2015-02-01,181.91,198.69,29128500
2015-02-02,191.04,207.79,30612100
2015-02-03,192.61,211.03,40783700
2015-02-04,189.72,197.39,26594300
2015-02-05,184.23,205.41,22516400
2015-02-06,185.53,197.78,24435300
2015-02-07,191.0,197.6,21604200
2015-02-08,189.68,196.86,17145200
2015-02-09,186.2,192.17,27791300
2015-02-10,184.76,190.31,21115100
2015-02-11,187.11,191.68,17201900
2015-02-12,186.71,190.65,15206200
2015-02-13,189.84,206.14,42744400
2015-02-14,202.08,222.92,49732500
2015-02-15,195.35,227.89,56552400
2015-02-16,196.5,205.51,28153700
2015-02-17,199.33,210.88,27363100
2015-02-18,199.35,209.57,25200800
2015-02-19,202.14,208.21,18270500
2015-02-20,205.32,212.01,23876700
2015-02-21,208.65,219.06,12284200
2015-02-22,200.64,211.4,19527000
2015-02-23,199.42,206.01,16400000
2015-02-24,202.83,205.84,14200400
2015-02-25,202.08,205.35,11496200
2015-02-26,200.99,203.96,13619400
2015-02-27,202.86,220.21,44013900
2015-02-28,214.05,218.53,13949300
2015-03-01,211.01,224.5,25213700
2015-03-02,221.63,237.07,40465700
2015-03-03,230.08,245.21,50461300
2015-03-04,230.05,243.87,41383000
2015-03-05,227.17,241.67,41302400
2015-03-06,231.67,238.19,28918900
2015-03-07,231.77,238.4,17825900
2015-03-08,233.86,238.4,22067900
2015-03-09,235.0,251.14,59178200
2015-03-10,248.6,257.44,67770800
2015-03-11,249.26,255.16,33963900
2015-03-12,250.89,254.9,32585200
2015-03-13,244.82,252.68,31421500
2015-03-14,241.08,245.68,22612300
2015-03-15,241.09,245.84,11970100
2015-03-16,245.12,252.35,21516100
2015-03-17,243.99,250.85,21497200
2015-03-18,214.39,244.82,57008000
2015-03-19,213.33,226.72,52732000
2015-03-20,222.36,227.24,18456700
2015-03-21,219.35,224.96,17130100
2015-03-22,222.73,231.44,18438100
2015-03-23,224.58,237.92,22811900
2015-03-24,209.49,229.09,40073700
2015-03-25,202.93,213.81,35866900
2015-03-26,210.13,218.24,25730000
2015-03-27,210.39,220.34,17274900
2015-03-28,211.9,218.11,16040900
2015-03-29,206.65,217.19,21699400
2015-03-30,205.25,213.85,23009600
2015-03-31,208.27,213.41,22672000
2015-04-01,206.92,212.39,22877200
2015-04-02,210.57,218.33,26272600
2015-04-03,216.11,219.69,23146600
2015-04-04,215.44,219.01,12493500
2015-04-05,216.17,223.66,19649200
2015-04-06,218.43,224.62,20034200
2015-04-07,216.39,219.48,18467400
2015-04-08,209.54,217.8,30086400
2015-04-09,205.41,211.17,21643500
2015-04-10,199.72,209.09,28882000
2015-04-11,200.92,205.52,16365200
2015-04-12,200.34,203.97,12387900
2015-04-13,190.47,203.29,31181800
2015-04-14,185.61,193.03,31719000
2015-04-15,187.6,192.05,22562000
2015-04-16,192.12,197.06,24805400
2015-04-17,190.43,196.4,20429800
2015-04-18,189.51,192.46,12939000
2015-04-19,190.8,194.21,15021500
2015-04-20,190.46,194.21,18364700
2015-04-21,192.45,201.86,24978000
2015-04-22,200.32,204.13,23847900
2015-04-23,200.08,202.9,17036000
2015-04-24,197.28,202.75,21448700
2015-04-25,194.2,199.54,13957200
2015-04-26,184.36,194.72,28943700
2015-04-27,187.06,200.18,38574000
2015-04-28,191.39,196.91,21469200
2015-04-29,191.7,194.8,18936500
2015-04-30,193.04,205.55,33818600
2015-05-01,199.12,205.03,18815300
2015-05-02,199.35,202.25,12535500
2015-05-03,200.84,208.7,18494100
2015-05-04,204.04,208.18,21223400
2015-05-05,199.1,205.24,23929100
2015-05-06,196.68,202.88,29587200
2015-05-07,196.12,205.15,29064400
2015-05-08,202.72,211.3,27445500
2015-05-09,205.61,212.62,19790500
2015-05-10,204.93,209.41,15019100
2015-05-11,205.38,209.58,20892300
2015-05-12,206.01,208.39,19282600
2015-05-13,201.67,209.1,27180100
2015-05-14,200.82,204.03,24413700
2015-05-15,203.17,204.85,16329400
2015-05-16,201.88,203.94,11089700
2015-05-17,202.5,204.23,11134300
2015-05-18,199.45,203.53,16780300
2015-05-19,198.9,200.9,14241900
2015-05-20,198.92,201.36,15499400
2015-05-21,200.63,202.7,15108900
2015-05-22,201.68,206.75,27003000
2015-05-23,204.8,206.8,14605000
2015-05-24,204.9,207.62,11508000
2015-05-25,203.03,206.8,14423900
2015-05-26,202.22,204.41,16425000
2015-05-27,203.08,204.75,18837000
2015-05-28,203.05,204.05,13829600
2015-05-29,202.26,203.79,14805000
2015-05-30,199.1,203.43,14098600
2015-05-31,196.95,200.13,14730800
2015-06-01,189.87,198.81,26090500
2015-06-02,190.84,194.27,20459000
2015-06-03,192.13,195.11,17752400
2015-06-04,192.24,194.41,14728100
2015-06-05,191.49,193.88,18056500
2015-06-06,192.52,193.67,11131500
2015-06-07,191.04,194.07,13318400
2015-06-08,191.2,196.88,23378400
2015-06-09,195.56,198.16,28353100
2015-06-10,195.63,197.15,15904800
2015-06-11,196.28,197.59,14416000
2015-06-12,196.75,198.25,14017700
2015-06-13,196.66,199.62,13305300
2015-06-14,199.06,201.51,12165900
2015-06-15,200.28,204.06,19912100
2015-06-16,202.59,215.99,41612000
2015-06-17,211.48,220.38,43858400
2015-06-18,209.46,216.31,30980200
2015-06-19,209.17,215.34,23965300
2015-06-20,206.46,210.92,20608100
2015-06-21,207.53,210.4,10600900
2015-06-22,209.16,212.71,17692500
2015-06-23,208.61,212.19,15108700
2015-06-24,206.36,209.64,17344900
2015-06-25,206.23,208.78,16133100
2015-06-26,207.25,209.14,13983500
2015-06-27,208.59,215.65,20488600
2015-06-28,212.3,215.51,15137600
2015-06-29,213.28,220.65,34742900
2015-06-30,219.6,229.83,44533800
2015-07-01,219.45,227.52,27029800
2015-07-02,218.03,224.48,21551900
2015-07-03,217.51,220.57,19033800
2015-07-04,218.1,224.33,15620400
2015-07-05,221.97,235.53,44156100
2015-07-06,229.6,238.03,49154800
2015-07-07,227.23,232.81,28857600
2015-07-08,226.84,234.21,36980200
2015-07-09,229.16,233.66,40301200
2015-07-10,230.63,252.76,100390000
2015-07-11,243.27,256.12,41109900
2015-07-12,250.97,269.75,56405000
2015-07-13,241.11,266.79,62053900
2015-07-14,245.94,254.09,28727200
2015-07-15,244.85,251.61,27486600
2015-07-16,236.16,249.84,49482600
2015-07-17,233.41,240.48,27591400
2015-07-18,235.16,242.41,25187100
2015-07-19,233.82,236.53,15332500
2015-07-20,234.2,239.37,22711400
2015-07-21,236.31,240.71,22930700
2015-07-22,235.42,238.24,19389800
2015-07-23,236.56,238.62,18531300
2015-07-24,236.17,248.18,37199400
2015-07-25,245.39,249.45,20662200
2015-07-26,246.85,251.44,16032300
2015-07-27,246.63,255.49,30592000
2015-07-28,251.76,254.53,25453600
2015-07-29,247.77,252.71,24672600
2015-07-30,245.88,248.93,21635800
2015-07-31,242.25,247.93,23629100
2015-08-01,238.62,244.47,18995000
2015-08-02,238.12,242.84,17722200
2015-08-03,240.44,244.93,21474100
2015-08-04,241.29,245.14,21908700
2015-08-05,241.52,244.96,20128000
2015-08-06,238.87,241.88,18792100
2015-08-07,237.12,240.58,42484800
2015-08-08,223.69,240.18,58533000
2015-08-09,223.48,229.09,23789600
2015-08-10,225.31,229.11,20979400
2015-08-11,226.59,231.99,25433900
2015-08-12,227.77,232.24,26815400
2015-08-13,225.52,228.43,27685500
2015-08-14,224.35,229.49,27091200
2015-08-15,224.19,228.8,19321100
2015-08-16,220.54,225.17,29717000
2015-08-17,220.61,223.51,21617900
2015-08-18,181.11,221.36,42147200
2015-08-19,191.13,203.7,60869200
2015-08-20,194.68,203.66,32275000
2015-08-21,198.82,202.86,23173800
2015-08-22,191.08,201.59,23205900
2015-08-23,193.55,199.66,18406600
2015-08-24,180.56,195.74,59220700
2015-08-25,171.23,194.18,61089200
2015-08-26,188.94,198.36,31808000
2015-08-27,191.92,196.18,21905400
2015-08-28,189.55,201.82,31336600
2015-08-29,195.05,200.1,17142500
2015-08-30,194.12,199.11,19412600
2015-08-31,193.84,199.02,20710700
2015-09-01,194.65,198.38,20575200
2015-09-02,194.32,197.84,18760400
2015-09-03,194.48,197.0,17482000
2015-09-04,194.81,198.11,20962400
2015-09-05,196.86,202.61,20671400
2015-09-06,201.36,208.42,25473700
2015-09-07,204.82,207.73,21192200
2015-09-08,205.64,210.88,26879200
2015-09-09,204.05,209.71,23635700
2015-09-10,202.31,207.03,21215500
2015-09-11,204.49,206.92,19224700
2015-09-12,201.42,206.03,17962600
2015-09-13,196.77,202.43,18478800
2015-09-14,195.59,199.43,20997800
2015-09-15,197.19,222.38,19177800
2015-09-16,195.11,198.38,20144200
2015-09-17,196.42,197.58,18935400
2015-09-18,199.21,201.08,20242200
2015-09-19,198.27,200.09,12712600
2015-09-20,198.12,199.37,14444700
2015-09-21,194.36,198.38,19678800
2015-09-22,193.15,199.39,25009300
2015-09-23,196.99,198.91,17254100
2015-09-24,197.59,202.19,25097800
2015-09-25,200.5,203.71,22363600
2015-09-26,200.22,201.98,13724100
2015-09-27,199.46,201.22,14179900
2015-09-28,199.46,205.35,24713000
2015-09-29,202.43,205.75,22691300
2015-09-30,202.17,203.98,19743500
2015-10-01,202.16,204.59,20488800
2015-10-02,203.01,204.67,19677900
2015-10-03,203.3,205.33,16482700
2015-10-04,204.15,205.03,12999000
2015-10-05,203.38,206.25,23335900
2015-10-06,206.04,211.87,27535100
2015-10-07,208.14,211.65,22999200
2015-10-08,207.79,209.57,18515300
2015-10-09,207.74,209.55,17353100
2015-10-10,208.56,210.48,15912700
2015-10-11,209.48,212.13,16827300
2015-10-12,210.36,212.32,17388300
2015-10-13,209.14,214.7,28198500
2015-10-14,213.56,218.17,27462600
2015-10-15,216.26,219.62,25223500
2015-10-16,217.87,228.34,35901500
2015-10-17,225.11,234.73,43199600
2015-10-18,223.75,233.09,22434300
2015-10-19,223.9,227.22,25258800
2015-10-20,225.85,232.38,30889800
2015-10-21,226.37,232.32,25637300
2015-10-22,228.34,237.25,37808600
2015-10-23,234.7,239.11,29442500
2015-10-24,237.24,241.7,25942400
2015-10-25,241.48,252.3,45717100
2015-10-26,240.68,244.79,32108800
2015-10-27,244.54,254.15,46331800
2015-10-28,252.0,262.83,50808100
2015-10-29,258.96,272.99,64495900
2015-10-30,269.36,286.72,78305000
2015-10-31,265.34,285.52,48598100
2015-11-01,267.59,280.97,37001100
2015-11-02,277.31,313.48,101918000
2015-11-03,306.86,358.56,206162000
2015-11-04,326.51,425.19,263900000
2015-11-05,321.39,384.01,151824992
2015-11-06,303.75,339.63,122687000
2015-11-07,319.55,335.12,56625100
2015-11-08,316.34,334.53,51817600
2015-11-09,311.36,330.57,68224400
2015-11-10,282.37,327.23,95797904
2015-11-11,258.26,292.22,107070000
2015-11-12,268.86,296.08,78477800
2015-11-13,279.77,292.5,52003000
2015-11-14,283.11,290.16,38612000
2015-11-15,272.41,287.14,44213100
2015-11-16,271.05,284.54,47980100
2015-11-17,282.81,290.3,51001600
2015-11-18,283.69,288.74,43783800
2015-11-19,279.08,287.72,45011100
2015-11-20,267.88,280.11,53152900
2015-11-21,274.21,281.56,28200500
2015-11-22,275.64,280.57,23439400
2015-11-23,275.67,278.95,27478900
2015-11-24,272.95,277.18,29362600
2015-11-25,271.79,282.4,41666900
2015-11-26,281.62,314.68,106105000
2015-11-27,298.47,311.96,55179100
2015-11-28,302.16,308.48,36816600
2015-11-29,305.16,319.12,40409300
2015-11-30,317.79,328.07,71701600
2015-12-01,305.93,325.12,60452200
2015-12-02,299.84,310.8,54160500
2015-12-03,306.66,317.7,50714900
2015-12-04,305.24,311.9,35784100
2015-12-05,311.65,334.44,66282200
2015-12-06,332.12,345.61,77762000
2015-12-07,330.68,343.17,63455800
2015-12-08,334.58,356.55,57801400
2015-12-09,348.6,363.04,90917200
2015-12-10,353.11,359.94,52138900
2015-12-11,356.31,387.76,110944000
2015-12-12,352.42,402.49,131969000
2015-12-13,365.74,378.96,55050600
2015-12-14,369.33,383.65,130496000
2015-12-15,380.85,399.25,83121104
2015-12-16,380.82,399.15,107944000
2015-12-17,385.12,392.84,47978400
2015-12-18,390.34,399.12,60220100
2015-12-19,391.9,399.47,47892700
2015-12-20,372.66,396.95,75409400
2015-12-21,366.63,381.58,77639696
2015-12-22,373.67,380.68,50840400
2015-12-23,374.62,381.41,47161400
2015-12-24,380.16,393.36,57157200
2015-12-25,387.88,393.23,39078500
2015-12-26,348.14,392.53,116166000
2015-12-27,350.82,363.8,53591200
2015-12-28,359.06,368.74,49638600
2015-12-29,360.9,371.5,51596500
2015-12-30,362.15,372.7,46889400
2015-12-31,359.27,371.45,45996600
2016-01-01,366.81,374.3,36278900
2016-01-02,370.54,374.14,30096600
2016-01-03,364.4,372.15,39633800
2016-01-04,368.15,372.82,38477500
2016-01-05,368.66,372.53,34522600
2016-01-06,365.8,370.53,34042500
2016-01-07,368.15,393.62,87562200
2016-01-08,384.33,397.2,56993000
2016-01-09,383.43,390.08,32278000
2016-01-10,377.82,384.65,35995900
2016-01-11,380.83,386.67,40450000
2016-01-12,373.82,384.54,115607000
2016-01-13,364.17,373.39,173888000
2016-01-14,367.09,371.79,43945500
2016-01-15,312.6,369.16,153351008
2016-01-16,304.52,335.1,120352000
2016-01-17,326.12,335.45,45319600
2016-01-18,323.18,332.99,54403900
2016-01-19,325.16,332.67,46819800
2016-01-20,323.12,364.88,121720000
2016-01-21,348.61,362.83,68338000
2016-01-22,321.99,352.13,91546600
2016-01-23,327.74,338.52,56247400
2016-01-24,332.48,347.91,54824800
2016-01-25,333.38,345.19,59062400
2016-01-26,335.11,341.28,58147000
2016-01-27,336.15,340.49,47424400
2016-01-28,325.81,339.34,59247900
2016-01-29,313.56,329.8,86125296
2016-01-30,323.03,326.83,30284400
2016-01-31,315.6,326.34,37894300
2016-02-01,315.71,324.39,51656700
2016-02-02,319.97,322.51,40378700
2016-02-03,315.78,321.71,45933400
2016-02-04,317.45,336.0,69285504
2016-02-05,330.82,335.56,43825000
2016-02-06,319.51,331.73,49249300
2016-02-07,321.67,326.79,37076300
2016-02-08,320.32,325.94,47671100
2016-02-09,319.95,323.68,55318500
2016-02-10,322.42,330.74,85130896
2016-02-11,322.95,328.73,74375600
2016-02-12,325.7,330.29,67042800
2016-02-13,330.02,336.22,61911700
2016-02-14,337.14,349.4,74469800
2016-02-15,341.27,352.11,74070496
2016-02-16,344.43,350.88,73093104
2016-02-17,349.02,361.36,83193600
2016-02-18,356.62,365.5,76752600
2016-02-19,358.3,363.02,55711300
2016-02-20,361.73,379.22,93992096
2016-02-21,368.15,384.42,89820704
2016-02-22,371.44,376.7,85385200
2016-02-23,358.49,377.4,85244896
2016-02-24,355.13,365.12,67743696
2016-02-25,360.72,366.98,70798000
2016-02-26,361.75,370.79,61486000
2016-02-27,367.31,372.57,41893600
2016-02-28,363.64,373.82,53033400
2016-02-29,370.39,378.81,60694700
2016-03-01,370.93,377.22,74895800
2016-03-02,363.78,374.02,74955296
2016-03-03,359.86,364.97,100484000
2016-03-04,352.59,364.8,90856096
2016-03-05,338.08,352.86,135384992
2016-03-06,339.58,353.42,91212496
2016-03-07,348.61,356.86,85762400
2016-03-08,352.72,357.14,70311696
2016-03-09,353.16,356.96,70012304
2016-03-10,354.57,358.23,81022896
2016-03-11,357.8,363.73,73969696
2016-03-12,351.86,361.9,92712896
2016-03-13,353.19,357.45,74322800
2016-03-14,355.38,357.52,95259400
2016-03-15,356.06,358.76,66781700
2016-03-16,356.85,358.37,65185800
2016-03-17,358.55,361.22,83528600
2016-03-18,348.47,360.83,104940000
2016-03-19,349.4,352.62,58423000
2016-03-20,352.12,355.75,45947900
2016-03-21,352.11,354.71,61655400
2016-03-22,353.95,358.97,66813300
2016-03-23,358.1,359.73,61444200
2016-03-24,356.49,359.23,68346704
2016-03-25,356.55,358.71,52560000
2016-03-26,357.15,359.49,44650400
2016-03-27,358.4,367.91,71229400
2016-03-28,363.19,366.24,68522800
2016-03-29,354.08,365.68,75411504
2016-03-30,353.92,357.64,66034100
2016-03-31,356.29,358.96,60215200
2016-04-01,356.78,358.79,51235700
2016-04-02,359.01,362.15,45681200
2016-04-03,360.1,361.72,38053700
2016-04-04,360.02,362.37,50634300
2016-04-05,360.89,364.01,60718000
2016-04-06,362.7,364.24,59091000
2016-04-07,360.8,363.5,57858600
2016-04-08,360.05,364.96,63454700
2016-04-09,357.37,361.12,49792700
2016-04-10,359.72,362.45,73478600
2016-04-11,360.82,362.71,50747500
2016-04-12,362.8,366.6,70728800
2016-04-13,362.86,366.07,69060400
2016-04-14,362.95,364.97,45281000
2016-04-15,364.16,368.88,54801500
2016-04-16,368.07,371.19,39392800
2016-04-17,365.58,370.12,52125900
2016-04-18,366.44,368.32,55670900
2016-04-19,367.31,374.11,52810500
2016-04-20,372.72,380.14,72890096
2016-04-21,378.34,386.57,68204704
2016-04-22,381.08,385.94,58804400
2016-04-23,381.24,386.34,50485400
2016-04-24,385.18,394.81,68198400
2016-04-25,389.18,400.36,87091800
2016-04-26,396.07,401.51,78971904
2016-04-27,381.07,400.75,93564896
2016-04-28,374.65,385.72,74064704
2016-04-29,382.68,390.72,49258500
2016-04-30,384.12,390.89,69322600
2016-05-01,384.32,388.23,40660100
2016-05-02,379.04,388.2,92127000
2016-05-03,379.77,387.04,59366400
2016-05-04,382.35,386.42,50407300
2016-05-05,382.57,384.82,50440800
2016-05-06,383.58,395.86,72796800
2016-05-07,392.38,395.26,38364500
2016-05-08,391.23,394.18,40315000
2016-05-09,391.7,396.81,55493100
2016-05-10,385.2,396.34,58956100
2016-05-11,386.84,390.03,50605200
2016-05-12,385.46,390.35,59849300
2016-05-13,389.06,392.15,60845000
2016-05-14,390.21,391.97,37209000
2016-05-15,390.78,393.56,28514000
2016-05-16,388.63,393.14,59171500
2016-05-17,389.19,390.45,64100300
2016-05-18,388.93,391.25,86850096
2016-05-19,376.42,390.08,96027400
2016-05-20,375.28,381.0,81987904
2016-05-21,378.98,380.76,42762300
2016-05-22,376.69,380.46,39657600
2016-05-23,376.51,381.25,50582500
2016-05-24,380.89,383.61,65783100
2016-05-25,382.72,386.36,65231000
2016-05-26,384.3,389.23,65203800
2016-05-27,389.12,410.25,164780992
2016-05-28,405.58,457.72,181199008
2016-05-29,439.45,475.3,148736992
2016-05-30,448.7,467.05,87958704
2016-05-31,446.73,469.0,138450000
2016-06-01,451.0,465.96,86061800
2016-06-02,457.38,463.62,60378200
2016-06-03,460.68,493.04,122020000
2016-06-04,484.12,506.33,94925296
2016-06-05,488.36,500.05,68874096
2016-06-06,493.01,503.19,72138896
2016-06-07,486.93,506.44,107770000
2016-06-08,491.75,500.08,80265800
2016-06-09,489.88,499.53,71301000
2016-06-10,491.91,496.89,66991900
2016-06-11,496.5,520.91,82357000
2016-06-12,520.84,587.6,277084992
2016-06-13,570.13,614.33,243295008
2016-06-14,568.69,604.47,186694000
2016-06-15,577.06,597.43,99223800
2016-06-16,597.62,663.85,271633984
2016-06-17,614.81,665.26,363320992
2016-06-18,629.71,667.52,252718000
2016-06-19,639.75,657.76,136184992
2016-06-20,628.68,655.58,174511008
2016-06-21,548.32,631.39,309944000
2016-06-22,504.06,582.3,266392992
2016-06-23,478.88,539.96,253462000
2016-06-24,536.48,584.92,224316992
2016-06-25,554.75,593.51,126656000
2016-06-26,529.33,571.41,109225000
2016-06-27,532.41,562.23,122134000
2016-06-28,547.21,565.64,138384992
2016-06-29,539.07,553.14,142456000
2016-06-30,546.21,579.5,138980000
2016-07-01,574.51,588.72,134431008
2016-07-02,580.35,603.78,112354000
2016-07-03,556.85,604.86,129512000
2016-07-04,558.14,586.58,92008400
2016-07-05,570.63,586.44,130476000
2016-07-06,575.22,585.07,134960992
2016-07-07,524.95,585.53,258091008
2016-07-08,546.09,572.04,141970000
2016-07-09,543.46,571.76,180536000
2016-07-10,550.21,559.67,102532000
2016-07-11,553.39,565.96,107910000
2016-07-12,554.94,579.37,138172992
2016-07-13,561.53,573.75,131449000
2016-07-14,560.21,568.77,98511400
2016-07-15,565.46,572.35,81673104
